,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,DATE,company_name
MMM UN Equity.1,26.3971195,25.03799264,25.9864901,26.03414208,26.84705069,27.6838211,28.23408283,29.57955586,26.53746376,25.12758277,29.26920209,27.16164616,EBITDA_TO_REVENUE,MMM UN Equity
MMM UN Equity.2,27.66290182,27.75659095,28.97181546,28.05547089,28.86421862,29.04880551,28.28583581,35.49284579,23.38571429,19.74127237,19.67623252,17.8373126,EFF_TAX_RATE,MMM UN Equity
MMM UN Equity.3,1120000000,1236000000,1288000000,1371000000,1408000000,1435000000,1474000000,1544000000,1488000000,1593000000,1911000000,1915000000,CF_DEPR_AMORT,MMM UN Equity
MMM UN Equity.4,228000000,673000000,631000000,-2195000000,1104000000,-2471000000,1639000000,1083000000,-125000000,-2716000000,3285000000,-666000000,CHNG_WORK_CAP,MMM UN Equity
MMM UN Equity.5,4.091966094,4.657053122,4.962546816,5.393411292,4.691870149,4.825923234,4.716197815,4.337113435,4.813062719,5.286905651,4.663808103,4.534012162,CAP_EXPEND_TO_SALES,MMM UN Equity
MMM UN Equity.6,-1066000000,-1324000000,-1443000000,-1537000000,-1358000000,-1428000000,-1362000000,-1324000000,-1315000000,-1576000000,-1373000000,-1552000000,NET_CAP_EXP,MMM UN Equity
AWK UN Equity,2555035000,2666236000,2876889000,2879000000,3011000000,3159000000,3302000000,3357000000,3440000000,3610000000,3777000000,3930000000,SALES_REV_TURN,AWK UN Equity
AWK UN Equity.1,41.42354214,43.31788334,45.41280529,47.06495311,47.39289273,47.95821462,47.09267111,51.98093536,47.87790698,49.75069252,49.03362457,46.61577608,EBITDA_TO_REVENUE,AWK UN Equity
AWK UN Equity.2,40.60136369,39.45977605,40.71362264,38.98026316,39.43661972,39.13043478,39.22077922,53.28947368,28.20838628,25.45018007,23.26839827,22.98780488,EFF_TAX_RATE,AWK UN Equity
AWK UN Equity.3,330264000,351821000,381503000,407000000,424000000,440000000,470000000,492000000,545000000,582000000,604000000,636000000,CF_DEPR_AMORT,AWK UN Equity
AWK UN Equity.4,459276000,-442457000,-403939000,-168341000,-2274000,-210000000,-732000000,3000000,292000000,553000000,-215000000,388000000,CHNG_WORK_CAP,AWK UN Equity
AWK UN Equity.5,31.67592616,36.68062392,34.26183631,36.29732546,34.34075058,40.107629,42.24712296,44.98063747,48.63372093,48.69806094,51.04580355,47.65903308,CAP_EXPEND_TO_SALES,AWK UN Equity
AWK UN Equity.6,-809092000,-968020000,-423936000,-1044000000,-1020000000,-1262000000,-1386000000,-1495000000,-1638000000,-1710000000,-1926000000,-1401000000,NET_CAP_EXP,AWK UN Equity
BAC UN Equity,134194000000,115074000000,100078000000,101697000000,96829000000,93514000000,93662000000,100264000000,109627000000,113589000000,93753000000,93851000000,SALES_REV_TURN,BAC UN Equity
BAC UN Equity.3,3912000000,3485000000,3038000000,2683000000,2522000000,2389000000,2241000000,2103000000,2063000000,1729000000,1843000000,1898000000,CF_DEPR_AMORT,BAC UN Equity
PFE UN Equity,67057000000,65259000000,54657000000,51584000000,49605000000,48851000000,52824000000,52546000000,53647000000,40905000000,41908000000,81288000000,SALES_REV_TURN,PFE UN Equity
PFE UN Equity.1,32.96449289,36.33215342,41.93241488,41.86181762,37.87118234,34.76080326,33.62676056,38.04476078,37.99839693,51.21134336,31.82208648,30.91600236,EBITDA_TO_REVENUE,PFE UN Equity
PFE UN Equity.3,8487000000,8907000000,7655000000,6410000000,5537000000,5157000000,5757000000,6269000000,6384000000,5755000000,4777000000,5191000000,CF_DEPR_AMORT,PFE UN Equity
PFE UN Equity.4,7932000000,-469000000,3737000000,-2767000000,1130000000,-19602000000,-6572000000,2880000000,7354000000,-22568000000,13647000000,7874000000,CHNG_WORK_CAP,PFE UN Equity
PFE UN Equity.5,2.256289425,2.543710446,2.427868343,2.337934243,2.417095051,2.85971628,3.451082841,3.722452708,3.806363823,5.001833517,5.373675671,3.335055605,CAP_EXPEND_TO_SALES,PFE UN Equity
PFE UN Equity.6,-1513000000,-1660000000,-1327000000,-1206000000,-1199000000,-1397000000,-1823000000,-1956000000,-2042000000,-2046000000,-2252000000,-2711000000,NET_CAP_EXP,PFE UN Equity
PG UN Equity,77567000000,82559000000,82006000000,80116000000,74401000000,70749000000,65299000000,65058000000,66832000000,67684000000,70950000000,76118000000,SALES_REV_TURN,PG UN Equity
PG UN Equity.1,24.28867946,22.59717293,19.80220959,20.9683459,22.91770272,20.04692646,25.29747776,25.78468444,24.23539622,12.27912062,26.7653277,27.5440763,EBITDA_TO_REVENUE,PG UN Equity
PG UN Equity.2,27.01775626,22.33195075,26.96360153,22.75195712,21.10444889,24.74573193,24.99813,23.10477484,26.00180099,34.65150766,17.24769483,18.52398524,EFF_TAX_RATE,PG UN Equity
PG UN Equity.3,3108000000,2838000000,3204000000,2982000000,3141000000,3134000000,3078000000,2820000000,2834000000,2824000000,3013000000,2735000000,CF_DEPR_AMORT,PG UN Equity
PG UN Equity.4,3496000000,177000000,2326000000,-3050000000,3938000000,1965000000,3156000000,-6728000000,-1201000000,-2621000000,2549000000,-5052000000,CHNG_WORK_CAP,PG UN Equity
PG UN Equity.5,3.954001057,4.004408968,4.833792649,5.002746018,5.171973495,5.280640009,5.075116005,5.201512497,5.561706967,4.945038709,4.331219168,3.661420426,CAP_EXPEND_TO_SALES,PG UN Equity
PG UN Equity.6,1000000,-3081000000,-1071000000,-3424000000,-3271000000,762000000,-2882000000,-2813000000,-3448000000,-2953000000,-3043000000,-2745000000,NET_CAP_EXP,PG UN Equity
T UN Equity,124280000000,126723000000,127434000000,128752000000,132447000000,146801000000,163786000000,160546000000,170756000000,181193000000,171760000000,168864000000,SALES_REV_TURN,T UN Equity
T UN Equity.1,31.34213067,21.7758418,24.43617873,37.95979868,23.01675387,31.88057302,30.64608697,27.62884158,31.93211366,34.13818415,23.76397299,30.79519613,EBITDA_TO_REVENUE,T UN Equity
T UN Equity.3,19379000000,18377000000,18143000000,18395000000,18273000000,22016000000,25847000000,24387000000,28430000000,28217000000,28516000000,22862000000,CF_DEPR_AMORT,T UN Equity
T UN Equity.4,-2236000000,6093000000,-1174000000,-2718000000,8123000000,-8148000000,-383000000,9964000000,-10750000000,-1157000000,2720000000,-14161000000,CHNG_WORK_CAP,T UN Equity
T UN Equity.5,15.71451561,15.86925815,15.2745735,16.26693178,16.18232199,13.63410331,13.68126702,13.4229442,12.44524351,10.83651134,9.126106195,9.787166003,CAP_EXPEND_TO_SALES,T UN Equity
T UN Equity.6,-17700000000,-18809000000,-18653000000,-19021000000,-13310000000,-19932000000,-21762000000,-21491000000,-19103000000,-14951000000,-12034000000,-7787000000,NET_CAP_EXP,T UN Equity
TRV UN Equity,25112000000,25446000000,25740000000,26191000000,27174000000,26815000000,27625000000,28902000000,30282000000,31581000000,31981000000,34816000000,SALES_REV_TURN,TRV UN Equity
TRV UN Equity.3,4614000000,4678000000,4737000000,4688000000,4746000000,4703000000,4811000000,4979000000,5184000000,5364000000,5562000000,5913000000,CF_DEPR_AMORT,TRV UN Equity
RTX UN Equity,52275000000,55754000000,57708000000,56600000000,57900000000,56098000000,57244000000,59837000000,66501000000,45349000000,56587000000,64388000000,SALES_REV_TURN,RTX UN Equity
RTX UN Equity.1,15.68244859,16.33784123,15.95619325,18.16961131,19.71157168,16.31787229,17.7031654,17.17666327,16.52005233,17.5196807,4.884514111,15.59296763,EBITDA_TO_REVENUE,RTX UN Equity
RTX UN Equity.3,1300000000,1263000000,1524000000,1735000000,1820000000,1863000000,1962000000,2140000000,2433000000,2708000000,4156000000,4557000000,CF_DEPR_AMORT,RTX UN Equity
RTX UN Equity.4,497000000,1364000000,-1318000000,818000000,1366000000,-3920000000,2556000000,1823000000,-4332000000,10848000000,-7455000000,-927000000,CHNG_WORK_CAP,RTX UN Equity
RTX UN Equity.5,1.603060736,1.666248162,2.406945311,2.772084806,2.753022453,2.944846519,2.967996646,3.365810452,2.860107367,4.1191647,3.172106668,3.314282164,CAP_EXPEND_TO_SALES,RTX UN Equity
RTX UN Equity.6,-838000000,-929000000,-1389000000,-1569000000,-1594000000,-1652000000,-1699000000,-2014000000,-1902000000,-1868000000,-1795000000,-2134000000,NET_CAP_EXP,RTX UN Equity
ADI UW Equity,2761503000,2993320000,2701142000,2633689000,2864773000,3435092000,3421409000,5107503000,6224689000,5991065000,5603056000,7318286000,SALES_REV_TURN,ADI UW Equity
ADI UW Equity.1,36.97207644,39.7633397,34.57356185,32.78636923,31.22250873,30.65655883,36.18105874,32.09382354,43.35400532,42.09366782,42.03168771,38.50128295,EBITDA_TO_REVENUE,ADI UW Equity
ADI UW Equity.3,120911000,118219000,109833000,110416000,141970000,222240000,209790000,584059000,799063000,811251000,810923000,1074634000,CF_DEPR_AMORT,ADI UW Equity
ADI UW Equity.4,731509000,1025811000,309763000,730807000,-1799083000,-136867000,1225966000,-3436923000,305372000,-583884000,676208000,1455303000,CHNG_WORK_CAP,ADI UW Equity
ADI UW Equity.5,4.039720399,4.109016076,4.893337707,4.673065043,6.210369897,4.481976029,3.723524431,3.996042685,4.09459814,4.596378106,2.957171943,4.696126935,CAP_EXPEND_TO_SALES,ADI UW Equity
ADI UW Equity.6,-111557000,-122996000,-132176000,-123074000,-177913000,-153960000,-127397000,-204098000,-254876000,-275372000,-165692000,-307962000,NET_CAP_EXP,ADI UW Equity
WMT UN Equity,408085000000,421849000000,446509000000,468651000000,476294000000,485651000000,482130000000,485873000000,500343000000,514405000000,523964000000,559151000000,SALES_REV_TURN,WMT UN Equity
WMT UN Equity.1,7.635419092,7.866084784,7.74833206,7.724938174,7.504188589,7.478621479,6.9605708,6.759791139,6.188954377,6.344222937,6.531937309,6.496635077,EBITDA_TO_REVENUE,WMT UN Equity
WMT UN Equity.2,32.35373904,32.19899737,32.56616801,31.01083314,32.87232317,32.19887899,30.30779185,30.26784407,30.41724526,37.35602094,24.43328694,33.34954289,EFF_TAX_RATE,WMT UN Equity
WMT UN Equity.3,7157000000,7641000000,8106000000,8478000000,8870000000,9173000000,9454000000,10080000000,10529000000,10678000000,10987000000,11152000000,CF_DEPR_AMORT,WMT UN Equity
WMT UN Equity.4,-1070000000,920000000,-734000000,-4553000000,3718000000,6185000000,-2405000000,-4859000000,-9618000000,3277000000,-404000000,13406000000,CHNG_WORK_CAP,WMT UN Equity
WMT UN Equity.5,2.985652499,3.010318858,3.025694891,2.752154588,2.753551378,2.506738378,2.380478294,2.185550545,2.008821948,2.010866924,2.043079296,1.835640104,CAP_EXPEND_TO_SALES,WMT UN Equity
WMT UN Equity.6,-11182000000,-12210000000,-12930000000,-12366000000,-12388000000,-11604000000,-10842000000,-10163000000,-9673000000,-9825000000,-10384000000,-10049000000,NET_CAP_EXP,WMT UN Equity
CSCO UW Equity,40040000000,43218000000,46061000000,48607000000,47142000000,49161000000,49247000000,48005000000,49330000000,51904000000,49301000000,49818000000,SALES_REV_TURN,CSCO UW Equity
CSCO UW Equity.1,27.95704296,23.50872322,27.50048848,27.87047133,24.99681812,26.87496186,30.07289784,29.70315592,29.39590513,31.04963009,32.16161944,30.29828576,EBITDA_TO_REVENUE,CSCO UW Equity
CSCO UW Equity.2,17.50398301,17.06070288,20.84850871,11.0804311,19.16623778,19.81965896,16.88080495,21.79539351,99.15637702,20.2456935,19.72798855,20.14025034,EFF_TAX_RATE,CSCO UW Equity
CSCO UW Equity.3,2030000000,2486000000,2602000000,2351000000,2439000000,2442000000,2150000000,2286000000,2192000000,1897000000,1808000000,1862000000,CF_DEPR_AMORT,CSCO UW Equity
CSCO UW Equity.4,1666000000,7537000000,4477000000,-873000000,3976000000,5355000000,1148000000,2312000000,-21318000000,-18759000000,2199000000,-5387000000,CHNG_WORK_CAP,CSCO UW Equity
CSCO UW Equity.5,2.517482517,2.716460734,2.444584356,2.386487543,2.704594629,2.495880881,2.327045302,2.008124154,1.690654774,1.751310111,1.561834446,1.389056164,CAP_EXPEND_TO_SALES,CSCO UW Equity
CSCO UW Equity.6,-1008000000,-1174000000,-1126000000,-1160000000,-1043000000,-1205000000,-1105000000,-957000000,-775000000,-887000000,-591000000,-664000000,NET_CAP_EXP,CSCO UW Equity
INTC UW Equity,43623000000,53999000000,53341000000,52708000000,55870000000,55355000000,59387000000,62761000000,70848000000,71965000000,77867000000,79024000000,SALES_REV_TURN,INTC UW Equity
INTC UW Equity.1,46.36544942,43.59525176,41.54402805,38.5577142,42.77071774,41.0315238,35.23161635,41.71220981,45.73311879,45.91954422,46.35596594,39.76766552,EBITDA_TO_REVENUE,INTC UW Equity
INTC UW Equity.2,28.55095045,27.21444238,26.00685806,23.71738958,25.92873869,19.64537011,20.25355597,52.82527516,9.709653901,12.51143071,16.66400829,8.455052297,EFF_TAX_RATE,INTC UW Equity
INTC UW Equity.3,4638000000,6064000000,7522000000,8032000000,8549000000,8711000000,7790000000,8129000000,9085000000,10826000000,12239000000,11792000000,CF_DEPR_AMORT,INTC UW Equity
INTC UW Equity.4,8718000000,-8440000000,4616000000,56000000,-6797000000,12970000000,-9483000000,-3127000000,82000000,-3232000000,13566000000,7761000000,CHNG_WORK_CAP,INTC UW Equity
INTC UW Equity.5,11.93636384,19.93370248,20.67265331,20.32139334,18.08662968,13.23457682,16.20725075,18.76643138,21.42756323,22.52900716,18.5611363,25.72509617,CAP_EXPEND_TO_SALES,INTC UW Equity
INTC UW Equity.6,-5207000000,-10764000000,-11027000000,-10711000000,-10105000000,-7326000000,-9625000000,-11778000000,-15181000000,-16213000000,-14453000000,-20329000000,NET_CAP_EXP,INTC UW Equity
GM UN Equity,135592000000,150276000000,152256000000,155427000000,155929000000,135725000000,149184000000,145588000000,147049000000,137237000000,122485000000,127004000000,SALES_REV_TURN,GM UN Equity
GM UN Equity.1,8.878104903,6.161995262,-17.3884773,8.474718035,5.623072039,9.596610794,12.40414522,14.37068989,12.31834287,14.53908203,16.13748622,17.06166735,EBITDA_TO_REVENUE,GM UN Equity
GM UN Equity.3,6930000000,3604000000,3888000000,8041000000,7238000000,7487000000,9819000000,12261000000,13669000000,14118000000,12815000000,12051000000,CF_DEPR_AMORT,GM UN Equity
GM UN Equity.4,-916000000,5801000000,4307000000,3085000000,-1120000000,-19778000000,-7169000000,832000000,1202000000,-2969000000,10927000000,6681000000,CHNG_WORK_CAP,GM UN Equity
GM UN Equity.5,3.099002891,4.158348639,5.298970156,4.867236709,4.547582554,5.01970897,5.61990562,5.806110394,5.957877986,5.532035821,4.327060456,5.912412207,CAP_EXPEND_TO_SALES,GM UN Equity
GM UN Equity.6,-4202000000,-6249000000,-8068000000,-7565000000,-7091000000,-6813000000,-8384000000,-8453000000,-8761000000,-7592000000,-5300000000,-7509000000,NET_CAP_EXP,GM UN Equity
MSFT UW Equity,62484000000,69943000000,73723000000,77849000000,86833000000,93580000000,91154000000,96571000000,110360000000,125843000000,143015000000,168088000000,SALES_REV_TURN,MSFT UW Equity
MSFT UW Equity.1,42.84456821,42.78769855,33.54448408,39.20281571,37.97058722,25.77260098,36.97040174,40.60742873,42.50090613,44.77642777,47.40621613,49.81259816,EBITDA_TO_REVENUE,MSFT UW Equity
MSFT UW Equity.2,24.99900052,17.53054754,23.75263843,19.18157622,20.65420561,34.11682066,19.89157143,14.75535935,54.56763722,10.18128548,16.50765518,13.82661529,EFF_TAX_RATE,MSFT UW Equity
MSFT UW Equity.3,2673000000,2766000000,2967000000,3755000000,5212000000,5957000000,6622000000,8778000000,10261000000,11682000000,12796000000,11686000000,CF_DEPR_AMORT,MSFT UW Equity
MSFT UW Equity.4,7283000000,16615000000,6252000000,11653000000,4572000000,4529000000,15936000000,17865000000,4223000000,-5042000000,3473000000,-13856000000,CHNG_WORK_CAP,MSFT UW Equity
MSFT UW Equity.5,3.164009987,3.367027437,3.126568371,5.468278334,6.316722905,6.351784569,9.15264278,8.417640907,10.54005074,11.06537511,10.79676957,12.2685736,CAP_EXPEND_TO_SALES,MSFT UW Equity
MSFT UW Equity.6,-1977000000,-2355000000,-2305000000,-4257000000,-5485000000,-5944000000,-8343000000,-8129000000,-11632000000,-13925000000,-15441000000,-20622000000,NET_CAP_EXP,MSFT UW Equity
DG UN Equity,11796380000,13035000000,14807188000,16022128000,17504167000,18909588000,20368562000,21986598000,23470967000,25625043000,27753973000,33746839000,SALES_REV_TURN,DG UN Equity
DG UN Equity.1,10.25762988,11.72989643,11.92807169,12.22176605,11.82016831,11.16600742,11.25619472,11.11304259,10.27673466,10.03096853,14.69017787,16.32449783,EBITDA_TO_REVENUE,DG UN Equity
DG UN Equity.2,38.51980381,36.25636059,37.42823122,36.37866854,37.04494789,36.61908986,37.12547706,36.34945168,19.3112705,21.13429684,22.21775604,22.01076261,EFF_TAX_RATE,DG UN Equity
DG UN Equity.3,256771000,254927000,275408000,302911000,332837000,342353000,352431000,379931000,404231000,454134000,504804000,574237000,CF_DEPR_AMORT,DG UN Equity
DG UN Equity.4,-155941000,363503000,-237280000,173394000,455070000,176501000,-133323000,-381848000,228008000,364189000,-1012300000,568573000,CHNG_WORK_CAP,DG UN Equity
DG UN Equity.5,2.125626675,3.225124664,3.477101797,3.567541091,3.076090396,1.977658107,2.478358561,2.54835241,2.754279361,2.865868362,2.827858195,3.046101592,CAP_EXPEND_TO_SALES,DG UN Equity
DG UN Equity.6,-248046000,-418947000,-513835000,-569836000,-249978000,-371699000,-503383000,-550936000,-645028000,-731603000,-782485000,-1024910000,NET_CAP_EXP,DG UN Equity
CI UN Equity,21178000000,21803000000,29075000000,32167000000,34760000000,37819000000,39838000000,41806000000,48650000000,153566000000,160401000000,174078000000,SALES_REV_TURN,CI UN Equity
CI UN Equity.1,9.849844178,9.783057377,11.17798796,8.797836292,11.51611047,10.85962083,9.282594508,10.78314118,9.979445015,7.759530104,6.948211046,6.335091166,EBITDA_TO_REVENUE,CI UN Equity
CI UN Equity.2,27.86096257,32.78251599,34.43681873,32.07720588,36.62227603,37.57138563,38.13360188,38.1031614,26.11002513,22.07001522,21.88995215,20.15629608,EFF_TAX_RATE,CI UN Equity
CI UN Equity.3,292000000,345000000,560000000,597000000,588000000,585000000,610000000,566000000,695000000,3651000000,2802000000,2923000000,CF_DEPR_AMORT,CI UN Equity
CI UN Equity.4,-656000000,2369000000,-2835000000,2727000000,-2614000000,1247000000,579000000,22193000000,-9767000000,1172000000,2070000000,785000000,CHNG_WORK_CAP,CI UN Equity
CI UN Equity.5,1.416564359,1.935513461,1.403267412,1.638324991,1.360759494,1.348528517,1.157186606,1.126632541,1.085303186,0.6837451,0.682040636,0.662921219,CAP_EXPEND_TO_SALES,CI UN Equity
CI UN Equity.6,-300000000,-422000000,-408000000,-527000000,-473000000,-510000000,-461000000,-471000000,-528000000,-1050000000,-1094000000,-1154000000,NET_CAP_EXP,CI UN Equity
KMI UN Equity,7852000000,8264900000,9973000000,14070000000,16226000000,14403000000,13058000000,13705000000,14144000000,13209000000,11700000000,16610000000,SALES_REV_TURN,KMI UN Equity
KMI UN Equity.1,28.17116658,31.82857627,40.29880678,41.19402985,39.98520892,33.02089842,44.27171083,42.24735498,43.06419683,55.14421985,31.82905983,30.48765804,EBITDA_TO_REVENUE,KMI UN Equity
KMI UN Equity.2,72.17391304,35.74384236,10.34996277,21.5823153,20.96408929,73.05699482,55.98290598,89.68070338,23.42378292,29.25750395,72.76853253,16.62911221,EFF_TAX_RATE,KMI UN Equity
KMI UN Equity.3,1079000000,1091900000,1426000000,1806000000,2040000000,2309000000,2209000000,2261000000,2297000000,2411000000,2164000000,2088000000,CF_DEPR_AMORT,KMI UN Equity
KMI UN Equity.4,-918300000,-1008500000,1311700000,-653000000,-403000000,1369000000,-1454000000,-771000000,1631000000,-27000000,-9000000,-121000000,CHNG_WORK_CAP,KMI UN Equity
C UN Equity,111697000000,101540000000,89802000000,92901000000,90909000000,88275000000,83309000000,87966000000,97120000000,103449000000,88839000000,79865000000,SALES_REV_TURN,C UN Equity
C UN Equity.1,36.65631127,41.16899744,34.45802989,42.28372138,35.17803518,45.59954687,45.26401709,48.81090421,52.99114498,55.3625458,35.97631671,50.67927127,EBITDA_TO_REVENUE,C UN Equity
C UN Equity.2,16.9371966,24.28338541,0.089456869,31.23926876,48.95585334,29.96858133,30.00419053,129.1155925,22.84922158,18.53478934,18.5225939,19.84418799,EFF_TAX_RATE,C UN Equity
